sentence,label
ولی انصافا نیروهاش بسیار مودب و سریع همکاری میکردند.,0
تفریحات دریایی خوبی هم تو سایت پایین هست.,0
هتل در حد دو ستاره بود و اتاق‌ها مخصوصا سرویس بهداشتی نیاز به بازسازی کامل داشت.,0
نه در کل و نه در جزء توصیه نمیکنم در حد مسافرخونه س بیشتر,0
فکر کنید توی اتاقید و باید صدای مجالس ترحیم و عروسی رو بشنوید!,0
ما اتاق رو به دریا رو گرفته بودیم که منظره بسیار بسیار زیبایی داشت و علاوه بر منظره دریا یک محوطه گلکاری زیبا و یک استخر هم در منظره دید اتاق هستن، در ضمن با توجه به وسعت زیاد هتل تقریبا ساحلش اختصاصی بود که خوب باعث میشه کاملا امن باشه و هر ساعتی که دلتون بخواد بتونید از ساحل استفاده کنید.,0
کیفیت غذاها خوب بود البته صبحانه هتل خیلی مفصل نبود ولی در حد قابل قبول بود.,0
- هتل بسیار تمیزی است همه وسایل اتاق تمیز و مرتب بود.,0
برای خودم ۲۵ دقیقه چک اوت طول کشیدبطوریکه با اعصاب خرد هتل رو ترک کردم.,0
سرویس بهداشتی و فضای حمام هم به اندازه کافی بزرگه.,0
یکی از بهترین تجربه‌های سفر من به مشهد بود - البته خدمات هتل مثل رستوران کمی به نظر گران است ولی تقربا همه چیز حرفه ایست - کارمندان هم نیاز به انگیزه‌های بیشتر دارند,0
کیفیت تخت و بالش پایین، وضعیت حمام و دستشویی و نظافتش خیلی خیلی ضعیف و در کل اصلا پیشنهاد نمی‌کنم.,1
رستوران هتل بسیار بسیار ضعیف هست.,0
صبحانه هم میتونه با تنوع روی میوه‌ها بهتر بشه.,0
رستوران هم طبقه منفی یک و بدون حتی یک پنجره بود.,0
کلا از همه چی راضی بودیم موردی مشاهده نشد که ازار دهنده باشه و غذاشم که عالی بود,0
نکته منفی هتل صبحانه آن است که اصلا تنوع ندارد و کیفیت آن بسیار پایین است.,0
عین نصف شب!,0
در کل تناسب بین قیمت و کیفیت بود و بسیار راضی بودم.,0
این هتل تو جاده ائل گلی واقع شده بنابراین برای دوستانی که میخوان به مرکز شهر نزدیک باشن فکر میکنم گزینه خوبی نباشه.,1
در ابتدا باید بگم این هتل در بهترین حالت یک هتل ۳ ستاره ست، علی الخصوص اتاق‌های ان اصلا ویژگی‌های یک هتل چهارستاره را ندارد.,0
یک هتل قدیمی که بیشتر برای مسافرانی خوبه که برای درمان اومدن و نزدیکی به محل براشون مناسبه.,0
یک سری موارد واقعا عجیب در هتل عباسی وجود داره که در پایین لیستشون می‌کنم: - برخورد پرسنل اصلا خوب نیست، اکثر اوقات از شما طلب‌کار هستن، سر میز صبحانه میان کار شما می‌ایستن و بلند بلند صحبت می‌کنن، به هیچ عنوان عذرخواهی بابت هیچ چیزی (مثلا نداشتن آب معدنی!) در کارشون نیست و صرفا خیلی طلب‌کار توضیح می‌دن که فلا چیز رو نداریم یا فلان چیز نقص داره.,0
خب آدم یهو می‌رسه از سفر حداقال توقع داره سرستوران هتل تو شهر توریستی مثل کیش بیشتر باز باشه.,0
این هتل رو در منطقه توصیه میکنم چون نسبت به سایر هتل‌های منطقه بهتره، اما واقعا جای افسوس داره وقتی با هتل‌های ۴ ستاره خارجی بخواد مقایسه بشه.,1
فقط نقطه ضعفش در خانه داری بود اینکه حوله حمام نداشت و توصیه می‌کنم ملحفه برای خواب و استراحت همراه داشته باشین.,1
اتاق نسبتا تمیز بود اما سرویس بهداشتی به شدت کثیف بود.,0
ولی همون روزی که رفتم توی هتل پشیمون شدم ۱- ملافه‌ها کاملا کثیف بود و تمام موی مسافرای قبلی روشون بود ۲- اتاق قبل از تحویل به من اصلا تمیز نشده بود ۳- دستشوییش خراب بود.,0
سرویس چایی و نسکافه تو اتاقش خیلی خوبه.,0
هتل بسیار زیبایی بود و از هر جهت عالی بود به خصوص زیبایی، غذا و نظافت.,0
با توجه به قیمت، بسیار به صرفه بود.,0
اتاقها دارای میز اتو.,0
من از اقامت خودم اصلا راضی نبودم و با توجه به پولی که هتل دریافت میکنه این هتل رو پیشنهاد نمیکنم,1
ما ۲ روز پیش مهمان هتل بودیم، کیفیت هتل در کل خوب بود، از برخورد کارکنان راضی بودیم، صبحانه هتل خوب بود و تقریبا همه چی داشت (اعم از املت، نیمرو، سیب زمینی و تخم مرغ آبپز تا هندوانه و پنیر و خامه و مربا و ….) در کل با توجه به فصل خوبی که ما انتخاب کرده بودیم واسه سفر، از سفرمون رضایت کامل داریم برای سوار شدن به تله کابین متاسفانه کارکنان خط تله کابین کمکی به ما نکردن واسه حمل چمدون‌ها به داخل کابین که کمی اذیت کننده بود.,0
با سلام به همراه خانواده به مدت دو شب در هفته سوم مهر ماه ۹۷ در این هتل اقامت داشتیم از نکات مثبت می‌توان به اندازه مساحت مناسب اتاق اشاره کرد و پذیرش سریع هتل اما از نکات منفی هتل می‌توان به نبودن کتری برقی در اتاق و همچنین آب معدنی مجانی اشاره کرد البته به گفته پذیرش هتل هر وقت آب جوش نیاز داشتید با تلفن اعلام کنید!,0
هتل‌های زیادی توی همون حوالی هستن که از نظر کیفی و قیمتی بهتر از این هتل هستن ۳- دستمال توالت داخل اتاق زمانی که اتاق رو به من تحویل دادن رو به اتمام بود و حتی اونو تعویض نکرده بودن که بعد از چندبار پیگیری من یک بسته‌ی دستمال توالت دم میز پذیرش به من دادن که خودم دستمال توالت رو عوض کنم ۴- صبحانه‌ی هتل رو کلا فراموش کنید.,0
قیمت مناسب از نکات بسیار مثبت این هتل در این حجم گرانی هزینه‌های سفر بود.,0
در کل دفعه بعد هم که بیام همینجارو انتخاب میکنم.,0
صبحانه هتل هم به شدت بد بود، تعداد مواد خوراکی صبحانه و کیفیت آن‌ها اصلا قابل قبول نبود.,0
موقعیت مکانی هتل هم خوبه و دسترسی نسبتا خوبی به مکانها دیدنی داره و برای خرید سوغاتی مثل چای و کلوچه از فروشگاههای معتبر کافیه ۵ دقیقه پیاده روی کنید.,1
این فضا را بیشتر برای کسانی توصیه میکنم که اهل طبیعت گردی هستند.,1
سلام من در مرداد ماه ۹۷ به مدت چهار شب در این هتل در یک اتاق دبل اقامت داشتم ظاهر اتاق و وسایلش و نظافت در حد همین هتل سه ستاره خوب بود و حتی شاید بهتر از خوب برخورد کارکنان بسیار محترمانه و عالی بود صبحانه هم منوی خوبی داشت محدود ولی خوب راضی کننده.,0
اگر اتاق لوکس بگیری عصرونه هم از ساعت ۵ تا ۸ برات رایگانه و چون خیلی مفصله میتونه جایگزین شام باشه.,1
متاسفانه خیلی عصبانی شدم هم از ساعت تماسشون و هم از اینکه تازه یادشون افتاده و نمیتونم استفاده کنم.,0
اگه به دنبال استراحت و فضای آروم و استفاده از دریا و ساحل و بازیهای آبی و دوچرخه سواری و قهوه خوب و همبرگر عالی کنار دریا هستین مارینا بهترین گزینه‌س، اگه قصد خرید دارید و جای شلوغ و کنسرت و سرگرمی از این دست دوست دارید شاید یه هتل نزدیک هتل شایان مناسبتر باشه.,1
هتل از لحاظ موقیت در مرکز شهر هست و به بیشتر مراکز تفریحی و مخصوصا درمانی و بیمارستان‌ها نزدیک میباشد.,0
با سلام به همراه خانواده به مدت دو شب در هفته سوم مهر ماه ۹۷ در این هتل اقامت داشتیم از نکات مثبت می‌توان به اندازه مساحت مناسب اتاق اشاره کرد و پذیرش سریع هتل اما از نکات منفی هتل می‌توان به نبودن کتری برقی در اتاق و همچنین آب معدنی مجانی اشاره کرد البته به گفته پذیرش هتل هر وقت آب جوش نیاز داشتید با تلفن اعلام کنید!,0
چای و حتی آب جوش برخلاف سایر هتلها در این هتل رایگان نبود.,0
من و همسرم مهر ماه ۹۴ دو شب مهمان این هتل بودیم.,0
بین هتلهای بندر عباس یه سر و گردن از همه لحاظ بهتره، فقط کاش امکاناتی مثل سالن بدنسازی هم داشت، نظافت هتل خیلی خوب بود و رفتار کارکنان هم عالی.,0
بعد هم که پیگیر شدیم مسئولش گفت دو بار زنگ زدم اشغال بود اخه!!,0
اینترنت هتل فاجعه است و روی آن حساب نکنید.,1
ملحفه‌ها پر مو.,0
مزایا: هتلی دنج و تمیز با امکانات کافی در منطقه خوب مشهد و دور از شلوغی و ترافیک مرکز شهر.,0
اگزاست فن سرویسهای بهداشتی یکسره روشنه و اگه صداش بره روی مختون ممکنه اذیت بشین.,1
ساعت کاری رستوران بیشتر باشه بهتر میشه.,0
۲- من به واسطه شغلم تقریبا تو نصف مراکز استان ایران سکونت داشتم، تو هیچ هتل، متل، مسافرخونه و … من ندیدم که آب معدنی رو حساب کنن، آبمعدنی معمولا به تعداد مهمانها توی یخچال میزارن، توی اتاق یک تخته حداقل یک آبمعدنی میزارن، من از بیرون از هتل ۲تا آب معدنی هم گرفته بودم و خوردم، موقع چک اوت سطل زباله رو بررسی کرده بودن، و هر بطری که تو سطل بود رو تو فاکتور آوردن، پوست شکلات هم دیده بودن، به من گفتن از مینی بار شکلات هم خوردید!!!,0
اصلا پیشنهاد نمیدم.,1
اولا من این هتل رو توصیه میکنم و دوما اینکه نسبت به هزینه‌ای که پرداخت میکنین عالیه توی موقعیت خوبی قرار داره و چندتا از اماکن تاریخی و توریستی رو میتونین بصورت پیاده بازدید کنین اما نور اتاق‌ها مناسب نیس و فضایی که برای اتاق دو تخته بود کم بود به نظرم متاسفانه اتاق ما نزدیک آسانسور بود و از حیث سر و صدای بقیه خیلی اذیت شدیم استخر و سونا هم داشت اما ما استفاده نکردیم توریست خارجی هم به این هتل رفت و آمد داره و این یعنی هتل معتبریه هتل زیبایی هم هست در ضمن,1
در کل برای افرادی که دنبال هتل لوکس هستن گزینه‌ی خوبیه.,1
پنیر، خیار و گوجه، کره، عسل و تخم مرغ آب پز کل صبحانه‌ی این هتله و سوالم از اون دسته از افرادی که میگن صبحانه‌اش «عالی و متنوع» بود دقیقا چه تنوعی مدنظرشونه؟؟؟؟؟؟؟,0
سلام امکانان هتل خوبه بود از نظر موقعیت مکانی واقعا جای خوبی قرار داشت در لحظه ورود به هتل برخورد پرسنل خیلی خوب بود اتاق‌ها تمیز بود استخر خیلی بزرگ البته هتل جای پیشرفت زیادی داره ولی در کل خیلی خوش گذشت و به دوستان پیشنهاد میکنم.,1
با آروزی سفر خوب برای همگی.,0
از همان بدو ورود، عظمت بنا و ستونهای مشابه با تخت جمشید چشم شما را می‌گیرد.,0
درکل توصیه میکنم این هتل رو,1
رفتار کارکنان اصلا خوب نبود.,0
هرچند من در آخر آبان با شبی ۸۰ هزار تومن رزرو کرده بودم که قیمت واقعا خوبی بود ولی الان هم به نظر من باز به نسبت تمیزی هتل و اتاق‌ها می‌ارزه.,0
اتاق هاش به نظرم بزرگ‌تر از هتل‌های ٥ستاره دیگس.,0
بعد از یه ربع نفر فرستادن و تأیید کرد که بله بو میده و نامطبوعه.,0
پیشنهاد نمیشه,1
فاصله هتل تا حرم از طریق بازار سرشور ۱۰ الی ۱۵ دقیقه هست و این که هتل سرویس رایگان در دو نوبت صبح و عصر به حرم داره، در کل پشیمون نمیشید از اقامت تو این هتل، تنها ایرادی که شاید از دید من باشه یکم فضای اتاق سه تخته‌اش کم بود همین.,1
برخورد کارکنان خوب بود.,0
تمیزیش و برخورد کارکنان خوب بود و آسایش و آرامشش هم راضی کننده بود.,0
در تاریخ ۱۰/مرداد/۹۸ به مدت ۵ روز در این هتل اقامت داشتیم فوق العاده هتل بالا و خوبی هست و حتما پیشنهاد میدم که رزرو کنید و لذت ببرید.,1
ساختمان قدیمی و فرسوده.,0
غذاها فوق العاده گران و بی کیفیت.,0
من هر دفعه کیش برم باز هم همین هتل رو انتخاب می‌کنم.,0
پرسنل هم اصرار داشتند که اینجا سوییت دوتخته هست!,0
اصلا غیر قابل باور هست این نوع رفتار.,0
هتل بدی نبود ولی نسبت به چهارستاره بودن نه در حد ۳ ستاره خوب هست اتاق ما اتاق خوب و بزرگی بود تو کیش نباید دنبال هتل خوب باشید جچون همش بیرونید,0
اینترنت هتل بشدت کند بود,0
در این هتل چندین نوبت اقامت داشته‌ام.,0
من هتل زیاد رفتم.,0
آزاردهنده‌ترین قسمت ماجرا برگزاری عروسی هر شب تو اون فضای کوچیک بود!,0
اتاقش تمیز بود ولی خب خوب هم گرون بود در کل,0
البته رستوران فانوس که نزدیک هتل بود غذاش خیلی خوشمزه بود و ما سفارش دادیم آوردن دم در اتاق.,0
سفره‌های رو میز صبحانه بسیار کثیف بود.,0
با سلام، نظافت هتل خوب بود.,0
با درود درتاریخ هشتم اسفند بمدت سه روز بهمراه خانواده در این هتل اقامت داشتم از هر نظر فکر کنید انتخاب درستی انجام داده‌اید دسترسی به تمام امکانات جزیره بدون نیاز به تاکسی برای شما فراهم هست ضمنا در کنا هتل کافه رستوران۹۶ بسیار جای قابل توصیه‌ای میباشد از امکانات هتل مثل استخر ودر کنار آن ماساژ وحمام اصیل ایرانی به بهره نباشید کارمندان هتل از پذیرش تا رستوران بسیار مودب ومحترم وبسیار مهربان از مشخصه‌های دیگر این هتل میباشد,1
بعد هم هتل پنج ستاره باید امکانات سرگرمی داشته باشه ولی این هتل هیچ امکاناتی نداشت.,0
در حد هتل ۳ ستاره همه چیز خیلی خوب بود,0
همه چیزش خوب و اوکیه فقط از صبحانه ش راضی نبودم باید بهتر و کاملتر می‌بود.,0
شاید جای دیگه اقامت داشتن.,0
اتاقا فوق العاده تمیز بودن اما غذا و پذیراییشون خیلی خوب نبود و کاش بهتر بود.,0
اتاق‌ها نسبت به هزینه پرداختی مناسب هستند.,0
از لحاظ رفتار و پاسخگویی کارکنان عالی بودن اما سرویس بهداشتی هواکش نداشت و بسیار بوی بد می‌امد همچنی در قسمتی از لابی بوی بد استشمام میشد / اما در کل هتل بسیار خوبی بود.,0
تمیزی و نظافت ۶.,0
همچنین برای افرادی که قادر به تردد از پله نیستند حتما در زمان رزرو اتاق ذکر کنید.,0
برخورد کارکنان خیلی گرم و دلنشین است همانگونه که از یک شیرازی مهماننواز توقع داریم دسترسی خوبی به نقاط دیدنی شهر خواهید داشت نظافت اتاق‌ها خوب است و پتو‌ها بصورت کامل ملافه شده است و خبری از اون روش مسخره هتل‌ها که قسمت زیرین پتو پارچه انداخته می‌شود و من اصلا نمی‌پسندم، نیست.,0
محوطه‌ی زیبا و دل انگیز.,0
سلام در تاریخ ۱۸ مهر سال ۹۷ به مدت ۲ شب در این هتل اقامت داشتیم ما ۳ خانواده بودیم و از نظر همه هتل موقعیت مکانی عالی داشت فاصله تا حافظیه ۵۰۰ متر تا رستوران هفت خوان ۵۰۰ متر روبروی باغ جهات نما و نزدیکی دروازه قرآن همه چیز هتل خوب بود فقط صبحونه خیلی معمولی بود تقریبا یکنواخت و کم تنوع اگه یه وقت هوس کردید بهترین جوجه ملس دنیا را بخورید کنار هتل کباب خودمانی را حتما امتحان کنید عالی بود عالی,1
صدا تا حدی از دیوارهاش رد میشه که برای ما که آپارتمان نشین هستیم چیز جدیدی حساب نمیشه.,0
سلام من تور لیدر هستم و این هتل را برای اولین بار برای ۴ تا از توریست هایم رزرو کردم و اتاق‌ها مشکل کیفیت دارند و واقعا مناسب هتل ۵ ستاره نیستند و اینکه رفتار مدیر هتل بسیار غیر حرفه‌ای بود و نحوه صحبت کردن رو واقعا بلد نبودند من این هتل را باتوجه به اینکه مدعی ۵ ستاره بودن است اصلا توصیه نمی‌کنم,0
من خیلی دوست داشتم و حتما باز هم میرم.,0
هتل نیاز به بروز کردن وسایل مورد استفاده را بدلیل قدیمی و کهنه بودن بعضی وسایل مانند درب سرویس بهداشتی، توالت فرنگی، پنجره اتاق که صدای محیط بیرون کمتر به اتاق نفوذ کند و …را دارد همچنین اگر هتل ۵ستاره هست رعایت بعضی نکات ریز مثل نبود منو غذا در اتاق یا نبود میز مخصوص چای ساز و تهویه نامناسب اتاق مورد انتظار هست، درحال حاضر میتوان هتل را ۴ ستاره درنظر گرفت.,0
ما ۳ شب در هتل اقامت داشتیم از همه چیز راضی بودیم و به بقیه هم پیشنهاد میکنم چون هم از لحاظ موقعیت مکانی و هم از لحاظ کیفیت قابل قبول بود.,1
البته اگه در زمان تخفیف باشه، با توجه به امکانات کامل آشپزخانه (حتی لباسشویی)، برای اقامت چهار پنج روزه در رامسر انتخاب بسیار مناسبی ست,0
البته درک میشه که تا حدی به خاطر شرایط اب و هوایی نمیشه کنترل کرد و اینکه هتل رو به دریا بود هم باعث میشد بیشتر شرجی باشه.,0
کیک یزدی‌ها مزه ماندگی می‌داد.,0
من مرداد ۹۸ در این هتل اقامت داشتم.,0
همه چی اونجور که انتظار داشتیم بود و تمیزی اتاقها هم به دل می‌نشست.,0
کیفیت غذای نهار و مقدارش خیلی خوب بود برای هر نفر نهار یه ژتون ۲۵ هزار تومانی میگرفتند ولی از بس برنجش زیاد بود که اضافه میموند استقبال فرودگاهی رایگان داشتند و در روز دو سری به مرکز شهر رفت و برگشت سرویس داشت یک بار صبح یک بار بعد از ظهر خوب هتل از مرکز شهر فاصله داره ولی با این سرویس‌های رایگان تقریبا خنثی میشه البته کرایه تاکسی از مرکز شهر به هتل و بالعکس ۱۲ هزار تومان میشه امکانات هتل هم چیز خاصی نیست ولی از اقامت در این هتل با این قیمت بسیار راضی خواهید بود من از اسنپ تریپ شبی ۵۷ هزار تومان هتل رو رزرو کردم که واقعا راضیم و به همه پیشنهاد میکنم.,1
آبجوش هم از رستوران می‌توانید رایگان دریافت نمایید.,1
با تشکر از تیم اسنپ تریپ ما دو روز در این هتل بودیم، در حد ۴ ستاره نبود- حمام وان نداشت -اینترنت خیلی ضعیف بود اصلا روش حساب نکنین!,1
اما رستوران هتل با داشتن کیفیت غذایی متوسط، بسیار گران بود و استفاده ازش رو اصلا توصیه نمی‌کنم.,1
هنگامی که من در این هتل اقامت داشتم یک همایش در حال برگزاری بود که باعث شلوغی همیشگی لابی و رستوران و حیاط و پارکینگ هتل شده بود.,0
ما امسال ۳ شب ماه عسل در این هتل اقامت داشتیم، عالی بود.,0
با سلام بنده پیشنهاد می‌کنم به هیچ عنوان دوستان این هتل به ظاهر چهار ستاره تشریف نبرن از نظر خدمات دهی از یک هتل یک ستاره کمتره مبلغ ۱۹۰هزار تومن بابت یک تخت اضافه از من گرفتن فقط ی تشک آوردن گفتم اتاق مسواک و دسمال کاغذی نداره می‌گن ببخشید تموم شده مگه میشه اخه,1
در ضمن وای فای داخل اتاق که به هیچ‌وجه آنتن نداشت و وصل نشد!!!,0
در کل این هتل توصیه میشود,1
عدسی با عدس جوانه زده و مانده بود و پر آب و کم مزه.,0
دو ساعت برق رفت که کلا آب و تلفن و همه چی قطع شد.,0
کارمندان بسیار مودب.,0
البته یه نوشیدنی استقبال داشت که نداشتنش آبرومندانه‌تر بود!,0
در کل اگر شیکی هتل براتون مهمه این هتل رو انتخاب نکنید و یادم رفت بگم چون ساختمان قدیمی بود توی اتاق ما سه چهارتا ازین حشره‌های ریز پروازی بود که البته چون کولر گازی روشن بود حرکت نمیکردن:))))) ولی برخورد پرسنل خوب بود.,0
فقط صبحانه خوب بود برای ناهار و شام اصلا از هتل استفاده نکنید.,1
رسیدگی عالی.,0
تنها نکته مثبت پاکیزگی هتل است.,0
بنطرم حداقل اقامت تو چنین جایی باید دوشب باشه.,0
همه چیز عالی بود واقعا حرف نداشت ما واقعا لذت بردیم از همه چیز,0
در ضمن این رو هم بگم که همکاران شرکت اسنپ تریپ اتاق من رو با نام اشتباه و موقعیت رو به جزیره بجای رو به دریا رزرو کرده بودند که با معطلی ۳ ساعته من و خانواده‌ام روبرو شدم ….,0
پارکینگ با هتل فاصله داره.,0
در کل از اقامت در این هتل آپارتمان راضی بودیم.,0
برخورد کارکنان خیلی خوب و مودبانه بود.,0
تمیز، برخورد خوب، موقعیت مناسب.,0
صبحانه هم البته ما خواستیم که توی اتاق سرو بشه و زحمت کشیدند و آوردند اما چی؟,0
ما قصد داشتیم از اسنپ خرید را انجام بدیم که تهدید کردند که در این صورت معطلی زیاد داریم و با منت زیاد همان قیمت اسنپ را گرفتند ولی در عوض بدترین اتاق ممکن را به ما دادند.,0
توالت اتاق من رو به بیرون تهویه نداشت و بوی توالت داخل اتاق میپیچید، از زیر توالت کمی آب به کف دستشویی نشت میکرد، گویا شکسته بود.,0
توی تراس اختصاصی سوییت هم خدمه رفت و آمد داشتند و دوربین مدار بسته نصب شده بود که ما نتونستیم از تراس استفاده کنیم.,0
در کل اگر قیمت هتل با ۲۵ الی ۳۰ درصد تخفیف به مسافرین ارائه بشه (با همین شرایط فعلی هم) رضایت غالب مسافرین جلب خواهد شد!!!,1
ملحفه‌ها با اینکه شسته شده بود اما مو داشت و رو بالشتی لکه‌ی خون روش بود.,0
ناهار رستوران هتل توصیه میکنم حتی یکبار هم امتحان نکنید، جالب نیست,1
همه چی عالی ….,0
نظافتش عالیه.,0
سهولت دسترسی به تاکسی در جلوی هتل.,0
و هزینه‌ای بابت پارکینگ گرفته نمیشه..,0
امیدوارم این روند همیشگی باشه.,0
اول به اسنپ تریپ توصیه میکنم این هتل رو از رو سایت حذف کنه بعد به دوستان پیشنهاد میکنم اگر برای سفر تفریحی میاید به هیچ عنوان این هتل رو انتخاب نکنید فقط به عنوان یک شب اقامت مجردی قابل تحمله تبریز بسیار شهر زیبا و با مردمانی عزیز هست که حیفه با انتخاب این هتل خاطره بدی از سفرتون به جا بزارین وارد هتل که شدم یاد دوران جنگ افتادم لابی قدیمی راهروی دراز که وقتی میخواستم به اتاق برسم هم همه هایی از اتاق‌ها بیرون میومد که مشخص میشه اصلا اتاق‌ها آکوستیک نیستن اتاق کثیف و لوازم بسیار بسیار قدیمی و کهنه همراه با تار عنکبوت روی دیوارها!!,1
حتما ماساژ و حمام ترکی رو امتحان کنید!,1
اما صبحانه عالی بود به خصوص قسمت کره محلی وقسمت آبمیوه‌ها که همان جا تهیه میشد.,0
لوله کشیش مشکل داشت و آب قطع میشد بقیه چیزاش خوبه.,0
من راضی نبودم.,0
سیستم تهویه هتل جوابگو نبود و تو هوای گرم و شرجی اتاق بسیار گرم و مرطوب بود و بعد از عنوان موضوع با مسئول مربوطه تنها کاری که کردن یه پنکه گذاشتن داخل اتاق!!!!!!,0
یک هتل بسیار زیبا و میشه گفت بی نظیر در ایران و دنیا است.,0
به عنوان یک خوابگاه ایده ال است و به همه توصیه می‌شود.,1
برخورد پرسنل عالی - ویوی دلپزیر - موقیت خوب,0
صبحانه بد و در حد معمولی‌ترین.,0
دارای محل بازی برای کودکان در طبقه دوم (خیلی کارایی داره) ۵.,0
برای ورود به هتل هم باید به ایستگاه تله کابین مراجعه کنید.,0
از معایب آن میتونم به این موارد اشاره کنم ۱-پارکینگ طبقاتی مجاور هتل که یخورده فاصله داره مخصوصا اگه مجبور بشین طبقات پایینتر پارک کنین، داخل آسانسور پارکینگ طبقاتی راهنمای طبقات و ورود به هتل نداره و روز اول با بار و وسایل کلی معطل و خسته شدیم و دوم قیمت غذاهاشه که حق سرویس و مالیات ارزش افزوده داره که بی جهت گرونه.,0
ولی متاسفم که هتل هرمز را انتخاب کردم.,0
اما مشکل اصلی مشهد اینه که رستوران با کیفیتی اطراف حرم نیست و رستوران این هتل هم از این قضیه مستثنی نیست و متأسفانه برای خوردن غذای سالم تا میتونید باید از حرم دور بشید.,1
برخورد پرسنل عالی.,0
قیمتش هم در برابر سایر هتلها مناسب و خوب هست.,0
از تخفیفات راضی بودم.,0
به عمد یک پلاستیک کیک رو روی گذاشتم و تا روز آخر همونجا موند.,0
کارکنان دم در هتل خیلی خوشرو و مهربان بودند.,0
برای عید فطر یک شب را رزرو کردم ولی با توجه به موقعیت خوب هتل و رفتار کارکنان و صبحانه خوب و اتاقهای تقریبا تمیز و از همه مهمتر قیمت ایده آل آن دو شب دیگر تمدید کردم,0
اتاق استاندارش کوچیکه ولی خدمات نطافتش خوبه در کل هتل تمیز و آرومیه ولی خب به قیمت بالایی که داره خیلی نمی‌ارزه.,0
ترنسفر نیومد.,0
از استخر و سونا و همینطور رستوران هتل استفاده نکردم و نمیتونم در موردشون نظر بدم.,0
بهترین اتاق‌ها بین ۱۱۵ تا ۱۲۵ است که منظره عالی دارند و دنج هستند، البته منظور کلبه‌های جنگلی ست و سوئیت‌ها به نسبت دور‌تر هستند.,0
۱-صبحانه رو اعلام کردن تا ساعت ۱۰، وقتی من ساعت ۹٫۲۰برای صرف صبحانه رفتم دیدم جز پنیر و کره و مربا چیز دیگه‌ای نیست، و اونجا اعلام کردن که تا ۹٫۵بوده!,0
مکان هتل در جاده کناره جایی است که حتما باید ماشین داشته باشید تا بتوانید به مرکز شهر آستارا و سایر نقاط دیدنی تردد کنید و پارکینگ دارد.,0
سرویس صبحونش بی کم و کاست بود.,0
در کل هتل خوبیه، به دو ستاره اش توجه نکنید، با توجه به نوساز بودن بالاتر از سه ستاره است.,1
