sentence,label
توصیه می‌کنم اتاقی بگیرید که پنجره به سمت بیرون داشته باشه,1
در کل هتل خوبیه، به دو ستاره اش توجه نکنید، با توجه به نوساز بودن بالاتر از سه ستاره است.,1
بی شک یکی از بهترین هتل‌های ایرانه فضای بیرونی هتل و معماری سبک تخت جمشید خیلی حال و هوای خوبی داره شاید قیمت اتاق‌ها گرون باشه اما منوی انتخابی ناهار بهت اجازه میده بهترین و خوشمزه‌ترین غذاهارو بدون هزینه اضافی انتخاب کنی، ماهی گریل و شیرین پلو خیلییی عالیه.,0
برخورد پرسنل محترمانه و کاملا رضایت بخش- رو به دریا- تمیز و مرتب - اتاق دو تخته به شکل مستطیلی با عرض کم، که مقداری کوچک به چشم میاد- ناهار و شام از رستوران نزدیک هتل سفارش داده می‌شه که نسبتا خوبه - شیرآلات و تجهیزات سرویس بهداشتی اگه تعویض بشن بهتره - صبحانه سلف سرویس نیست - نبود آسانسور زیاد مشکل ساز نیست خصوصا پرسنل هتل وسایل رو با خوشرویی از دم ماشین تا داخل اتاق حمل می‌کنن- در مقایسه با هتل‌های هم رده و به نسبت خدمات ارائه شده، قیمت مناسب و در کل رضایت بخش,1
اتاق ها تمیز و مطبوع هستند ، اما بخاطر داشته باشید که شما فقط هزینه اقامت را پرداخت می کنید ، به نظر نمی رسد سرویس خاصی در آن گنجانده شود.,1
فضا اتاق خوب بود.,0
بعد هم که پیگیر شدیم مسئولش گفت دو بار زنگ زدم اشغال بود اخه!!,0
ولی یه بدی داشت اینکه از راهرو هتل خیلی صدا میومد داخل اتاق، برای این فصل خلوت (آذر ماه) به نظرم اکی بود ولی توی تابستان حتما سروصدا آزاردهنده میشه.,0
محاسن هتل اینکه نزدیک ساحله و همه اتاق‌ها به دریا دید داره، هتل تمیزیه و کارکنان خوش برخوردی داره.,0
غار به خودی خود زرق و برق دار است اما لباس شنا همراه خودتان ببرید و لباس عوض کنید ، چون پس از اتمام تور خیس و گل آلود خواهید شد و می توانید یک فیلم از ماجراجویی خودتان با هزینه کمی در سی دی یا دی وی دی دریافت کنید.,1
مینی بار رایگان هم متوسط.,0
من رازی بودم در کل.,0
کلا کیفیت هتل‌ها توی بندرعباس متاسفانه خیلی پایینه,0
از نظر دسترسی تا اسکله پیاده تقریبا یک ربع و با ماشین حدود دو دقیقه راه بود.,0
این هتل آپارتمان در مرکز شهر قرار دارد و به مراکز توریستی بسیار نزدیک است.,0
صبحانه بسیار بد و کثیف بودن هتل خراب بودن آسانسور‌ها و همه راهروها بوی سو سک کش میده.,0
کلبش تمیز و مرتب بود.,0
اسنپ گفت چون همین روز رزرو کردم رابطشون هنوز هماهنگ نکرده و مدیر هتل هم گفت چون ساعت پرواز بهشون اطلاع داده نشده نیومدن.,0
هر زمان فقط یک میزبان وجود دارد بنابراین انتظار نداشته باشید که برای حمل چمدانها کمک کند (آنها هم البته این کار رو نمی‌کنند).,1
ولی در کل فضایی خوبی داشت.,0
چه هتل قابل احترامی، به ویژه هتلی با چنین اتاق های گرانقیمت، آیا هزینه تأمین محل اقامت اتومبیل های میهمانان خود را نیز خواهد داشت؟,1
به نسبت سه ستاره اما خوب بود.,0
پاتاگونیا مطمئنا ارزش امتحان کردن داره - گوشت گاوه که میشه برای آن بمیری!,1
ساعت کار استخر هم خیلی بد بود.,0
صبحانه عالی بود ولی دنبال نرخ هایی باشید که رزرو اتاق شامل صبحانه هم هست ,1
سلام من دوشب هتل ادریس رو رزرو کردم.,0
نظم و حراست هتل خوب نبود.,0
دوش و فشار آب بسیار رضایت بخش بود!,0
به نظر من حتی بعضی از امکانات در حد بالاتر از دو ستاره بود.,0
هتل زیبایی هست من اقامت خوبی داشتم.,0
از هتل‌های سنتی این سبکی خوشم میاد و می‌خواستم امتحان کنم!,0
اصلا نظر رو بخونید و بعد تصمیم به رزرو این هتل بگیرید,1
در زمانهای پیک از امکانات هتل نمی‌توانید استفاده کنید چون ظرفیت آنها محدود است کافی شاپ شبانه روزی آن تعطیل شده است.,1
پارکینگ به اندازه کافی بود.,0
صبحانه در حد هتل ٢ ستاره است این قضیه ٢ سال پیش هم که به این هتل سفر داشتیم متاسفانه همین بود و جا داره به نکته‌های تعمیراتی کوچک هم توجه بشه؛ مثلا کشو میز آرایش دستگیره نداشت، تلویزیون کانال نداشت و …,1
می‌توانم کوکتلهای بار روبرو را پیشنهاد کنم,1
و فاصله هتل تا میدان نقش جهان و سایر آثار تاریخی پیاده حداکثر ۱۰ تا ۱۵ دقیقه بود.,0
من این هتل رو برای پدر و مادرم گرفتم، خیلی از خدمات و نزدیکی هتل به میدان نقش جهان راضی بودن و این هتل رو برای بقیه حتما توصیه می‌کنم.,1
این مکان جای مناسبی برای ماندن نیست اگر شما برای ماه عسل اومدین.,1
در کل به نسبت هزینه به نظرم کیفیت خوبی دریافت کردیم.,0
گزینه بسیار بهتر این است که کمی به خیابان های فرعی بروید.,1
انتظار یک منظره عالی را نداشته باشید ، اما نمی توانید همه این ها را باهم بدست آورید.,1
پیاده روی آسان تا ساحل و آکواریوم ، بسیار توصیه می شود.,1
کف اتاق کثیف بود متاسفانه حوله‌ها کهنه و کثیف بود به پذیرش و گفته شد و پس از تعویض روی حوله دست صورت موی سر و موی ریش دیده میشد و روی حوله حمام هم لکه کوچکی دیدم مانند لکه خون به شدت از خیابان و داخل خود سر صدا به داخل هتل میومد کیفیت صبحانه خیلی ضعیف من یک هفته شیراز بودم که دو شب اخر رو در این هتل اقامت داشتم و اصلا راضی نبودم,0
اگر هر شب نرخ عالی دریافت می کنید ، مانند من که از سیستم کوپن استفاده کردم ، مشکلی نیست ، اما در غیر اینصورت در جای دیگر بمانید.,1
با سلام هتل از نظر نظافت وبرخورد پرسنل ونزدیکی به حرم بسیار عالی من این هتل رو برای اقامتی چند روز وزیارتی دلچسب حتما توصیه می‌کنم واز کارکنان اسنپ تریپ هم تشکر می‌کنم,1
حتما توصیه میکنم.,1
البته مسیر بین کلبه و ساختمان اصلی شیب خیلی تندی در حد ۸۰ درجه:) داشت.,0
اگر در این هتل می مانید ، حتماً اتاقی را در پشت هتل انتخاب کنید.,1
استفاده از کافی شاپ را اصلا توصیه نمی‌کنم به دلیل قیمت گران (شبی که اولین مسابقه ایران در جام جهانی برگزار می‌شد بابت یک لیوان آب پرتغال معمولی ۲۴۰۰۰ تومان پرداخت کردم).,1
خیلی تمیز بود.,0
حتی یه روز سطل زباله مون هم خالی نشده بود که تماس گرفتم و اومدن انجام دادند.,0
چند پیشنهاد برای کسانی که برای یک سفر آخر هفته طولانی می روند : تور واگن برقی  را رزرو کنید.,1
خرچنگ و هشت پا و ماهی و.. چیزهای دیگه‌ای که قایقها آرودن رو خودتون انتخاب کنید و بهشون بگید که چطوری براتون بپزند (کباب، سرخ شده، آب پز و …)، سس بردارید و یک نوشیدنی بخرید و منتظر الام شماره تون باشید ,1
امکانات و دکوراسیون اتاق به ویژه سرویس بهداشتی بسیار ضعیف بود.,0
هتل خوبی بود و کارکنان خوش برخوردی هم داشت,0
همچنین اگر عاشق خرید هستید مکان خوبی است زیرا فروشگاه های زنجیره ای بزرگی در خیابان  رسالت واقع شده اند.,1
این هتل واقعا یک خاطره رویایی را برایمان رقم زد.,0
غذای رستوران گرون بود.,0
در اطراف هتل پارکینگ وجود دارد، پارکینگ های احمدی و شایان را  امتحان کنید که ارزان تر هستند.,1
پارکینگ نداشت.,0
با سلام به همراه خانواده به مدت دو شب در هفته سوم مهر ماه ۹۷ در این هتل اقامت داشتیم از نکات مثبت می‌توان به اندازه مساحت مناسب اتاق اشاره کرد و پذیرش سریع هتل اما از نکات منفی هتل می‌توان به نبودن کتری برقی در اتاق و همچنین آب معدنی مجانی اشاره کرد البته به گفته پذیرش هتل هر وقت آب جوش نیاز داشتید با تلفن اعلام کنید!,0
مناظر هتل واقعا خوبه، اتاق‌ها هم خیلی آروم هستن.,0
اتاق خیلی تمیز و شیک.,0
ما اقامت بسیار مطبوعی داشتیم و من به همه توصیه می کنم که آنجا بمانند.,1
همه چی عالی بود برخورد پرسنل عالی موقعیت مکانیش هم عالی بود هم نزدیک مرکز خرید بود و هم ساحل ,0
تازه من این مشخصاتی که گفتم متعلق به بهترین اتاق هتل به گفته مسئول پذیرش بود.,0
به طور کلی ، اگر هزینه یک نگرانی اصلی است و شما می خواهید در یک اتاق ابتدایی با 50 دلار با خدمات مناسب ، در یک محله قابل قبول اقامت داشته باشید ، پس ظاهرا پول کافی برای اقامت در یک هتل در سانفرانسیسکو ندارید ، سعی کنید یک خوابگاه محلی ، یا در خانه بمانید.,1
با سلام تشکر از پرسنل خوب هتل تارا بسیار خوب بودن.,0
تلویزیون یا گیرنده دیجیتال و شبکه‌های وطنی خودمون:) اتاق بازی داره شامل بیلیارد، پینگ پونگ، فوتبال دستی.,0
سلام خدمات این هتل در برابر هزینه‌ای که دریافت می‌کردند بسیار ناچیز بود.,0
توجه کنید که اگه می‌خواهید که مینی بارتون رو دوباره شارژ کنند مطمئن بشید که خدمه هتل فهمیدن که اتاقتون باید تمیز هم بشه و نوشیدنی‌ها هم شارژ بشن ,1
اگر به خدمات نیاز دارید از منشی های پذیرش کمک بگیرید ، آن ها به ما در یافتن ماشین اجاره ای واقعا کمک کردند,1
همچنین جالبه بگم خود هتل از عکسهاش خیلی زیباتره.,0
همچنین در موقع تسویه حساب آخر، اصرار داشتند که حتما پول نقد داده شود!,0
صبحانه بد و در حد معمولی‌ترین.,0
بنابراین ، اگر به دنبال خدمات، کارکنان دوستانه و امکانات اولیه نیستید ، بنابراین توصیه می کنم این مکان را رزرو کنید!,1
محوطه استخر خوب است اما استخر می تواند از یک حمام مناسب استفاده کند.,1
از نظر من هتلی برای شهر مشهد خوبه که ۱- تمیز باشه ۲- نزدیک حرم باشه ۳- قیمت مناسب داشته باشه که این هتل همه این گزینه‌ها را داشت.,0
رسیدگی عالی.,0
اشتباه کردم به نظریات این سایت جدی نگرفتم رفتم.,0
نزدیک ساحل و اسکله بود.,0
اگر این اولویت شماست ، به شما توصیه شود که بالکن ها به اندازه کافی بزرگ نیستند تا به اندازه یک فرد جا داشته باشند.,1
موقعیت مکانی بسیار شگفت انگیز است ، بسیار نزدیک به باغ عفیف آباد ، اگر شما خواب سبکی دارید به صدا درامدن زنگ کلیسا ممکن است خواب شما را بهم بزند.,1
یه اقای سیبیلویی رو گذاشته بودن که خشن بود ادام اشتهاش کور میشد.,0
مراقب باشید که اگر نوشابه کوکا را در بار تهیه کنید، 3.56 دلار برای شما هزینه دارد,1
از لحاظ دسترسی به همه نقاط شهر، نظافت و‌تمیزی و سرویس اتاق و برخورد پرسنل عالی بود و حتما به دیگران پیشنهاد میکنم و هتل برای پایین اومدن هزینه گشت راهنمایی و پیشنهادات خوبی میدن.,1
اتاق بزرگ بود ، حمام دوست داشتنی بود ، اما بعد از دوش گرفتن مراقب کف کاشی باشید.,1
برای همه‌ی مهمانان این مشکل پیش اومده بود هتل هیچ گونه جوابگویی ای راجع به این موضوع نداره,0
من تاریخ ۱۱ بهمن ماه در این هتل اقامت دارم در کل به نسبت هتل‌های کیش هتل متوسط ای هست ولی در بدو ورود، مدیریت ضعیف و عدم هماهنگی کادر این هتل کاملا به چشم میاد.,0
به یک بازی نیز بروید.,1
از ماشین که پیاده شدیم بوی گلهای توی محوطه چنان مستمون کرد که خستگی راه یادمون رفت.,0
برخورد پرسنل خوب بود.,0
به نظر من فقط درصورتی که از لحاظ مالی دچار مضیقه هستید این هتل رو انتخاب کنید وگرنه به هیچ وجه پاتون رو تو این هتل نگذارید.,1
در مجموع توصیه نمیکنم مگر اینکه انتظار هتل ۳ یا نهایتا ۴ ستاره رو داشته باشین,1
پارکینگ ندارد و از پارکینگ یک ساختمان نیمه کاره در نزدیکی هتل استفاده می‌کند.,0
توصیه می‌کنم یه سری به استخر پشت بام بزنید,1
من دو بار رفتم و در مرتبه اول در بهار تله‌کابین برقرار بود ولی در مرتبه دوم در پاییز در روزهای آخر هفته تله‌کابین تا ساعت ۱۷:۳۰ بود و از شنبه به بعد تله‌کابین قطع بود و واقعا پشیمان شدم از رزرو هتل.,0
از لحاظ دسترسی بسیار عالی و برخورد کارکنان هم عالی بود و به مشکلی برخورد نکردیم.,0
من شخصا دیگه به هیچ وجه این هتل رو امتحان نمیکنم.,0
تمیزی اتاق عالی بود …واقعا لذت بردم از سفرم …هیچ چیز منفی نداشت..,0
بدیش اینه که حتی یه شاتل رایگان هم به مرکز شهر و پاساژها نداره ۳.,0
- بخاطر کار زیاد و فشرده‌ام شب دوم دیر وقت حدود ۱۰ونیم به هتل رسیدم و ناهار و شام هم نخورده بودم از رستوران هتل سفارش دادم و برایم به اتاقم فرستادم به غذای دستپخت خانگی تبریزی که نمی‌رسید!,0
تنها موردى که اشکالى ندیدیم خانه دارى هتل بود که بسیار منظم بودند.,0
بنده ضعفی ندیدم / غذای خوب رستوران: یک شب برای صرف شام به رستوران که در طبقه اول بود رفتم.,0
اتاق های بزرگتر ، بار در طبقه همکف ، پذیرش بزرگتر ،  که البته اگر اینها همه بودند دیگر هتل فعلی نمی شد.,1
اگر با قدم زدن و پیاده روی میانه خوبی دارید، با سی دقیقه پیاده روی به مرکز شهر می‌رسید,1
اتاق دو تخته ما به دلیل اینکه پنجره آن بالا بود کم نور و دلگیر بود.,0
همچنین اگه برای بیدار کردن شما از خواب با شما هماهنگ کردن، بدونید که تلفنی به این منظور در کار نخواهد بود ,1
با اینحال ملحفه و رو تختی موهای بلند سیاه رنگ داشت.,0
توصیه نمیکنم اصلا,1
همیشه اتاق خالی زیاد دارن ولی قیمت رو پایین نمیارن.,0
اگر فقط مکانی تمیز و امن را برای بازدید از سایت‌ها می‌خواهید، این هتل یک انتخاب خوب است.,1
از این هتل خیلی راحت می‌تونید پیاده به گنبد سلطانیه و مقبره چلبی اوغلی برید,1
این اتاق برای استانداردهای ایران بزرگ است و اگر بخواهید غذا را در مایکروویو گرم کنید یا یک وعده غذایی بپزید ، یک آشپزخانه کوچک وجود دارد.,1
باسلام رفتارکارکنان عالی بود - کیفیت صبحانه خوب بود ومیتوانست بهتر باشد وضعیت نظافت خیلی خوب بود از نظر دسترسی به نقاط مختلف شهر تبریز خوب بود و در مجموع بعنوان یک هتل خوب پیشنهاد میشود.,1
اصلا اتاقها رو شارژ نمیکردن!!,0
همچنین آب سرد بعد از یک بارون تا صبح به رنگ قهوه‌ای پر رنگ بود که دلیلش رو متوجه نشدم.,0
حتما دوچرخه تون رو با خودتون ببرید,1
هر کسی که بخواد به آمستردام بیاد هتل نادیا رو بهش پیشنهاد می‌کنم,1
اصلا و تحت هیچ شرایطی غذا داخل هتل نخورید کیفیت واقعا خوب نبود.,1
به عنوان یک واقعیت ، از همه  محلهای اقامتی مخفی اجتناب کنید ، زیرا  این قسمتها در حال ساخت هستند در حالی که محلهای اقامتی دیگری هم دارند.,1
در کل ما راضی بودیم و پیشنهاد می‌کنیم از اقامت در این هتل لذت ببرید.,1
صبحانه خوب و مفصلی داشت و پرسنل خوش برخورد و محترمی داشت.,0
کیفیت صبحانه رو باید بالا ببرن، خیلی معمولی و تنوعشم کم بود.,1
تردمیل ها به شدت نیاز به تعمیر داشتند.,1
با تجربه‌ای که بدست آوردم به هیچ عنوان انتخاب این هتل را توصیه نمیکنم.,1
بیشتر قسمتهای اتاق ساکت و آرام بود ، اما میشد در اتاق یک سری بازسازی جزیی صورت گیرد.,1
عرض می‌کنم: سه عدد تخم مرغ آب پز، یک نصفه گوجه فرنگی و یک عدد خیار و دو قرص نان لواش چند روز مونده برای سه نفر بعلاوه چایی.,0
ملحفه‌ها با اینکه شسته شده بود اما مو داشت و رو بالشتی لکه‌ی خون روش بود.,0
در کل هتل متوسط رو به پایینی هست و توصیه نمیکنم,1
اتاقها ویو خوبی ندارند مگر اینکه از اتاقهای جلویی ساختمان سفارش بدید که البته اونها هم پر سرو صدا هستند اگر پنجره‌ها باز بمانند ,1
ما در یک اتاق لوکس بودیم ، گول نخورید ، اینها همان اتاق های معمولی هستند ، در مقایسه با ویلا فوق العاده ای که در رامسر با کمتر از نصف قیمت گرفتیم واقعاً کوچک بودند ،,1
فاصله تا میدان نقش جهان و سی و سه پل و چهل ستون هم کم بود و اگه حساس نباشین می‌شه پیاده رفت و برگشت,1
استخرها بسیار تمیز بودند ، اما شما باید ساعت 5 صبح بلند شوید تا حوله خود را روی یک صندلی  قرار دهید در غیر اینصورت صندلی گیرتان نمیاید.,1
گفته میشه که اینجا بمونید، ولی مطمن بشید که اگه موندید، در سمت چپ هتل بمونید (وقتی از روبرو به هتل نگاه می‌کنید) که ویو اون به سمت شهر هست و نه ساحل,1
یک قطار وجود داره که شما رو تنها با چند یورو مستقیما از ایستگاه مرکزی به فرودگاه می‌بره.,1
پشت هتل در حال کندن زمین بودند که با سر و صدای زیاد همراه بود و باز بودن پنجره نیز آن را غیرقابل تحمل‌تر می‌کرد.,0
از زیبایی‌های طبیعت هتل استفاده کنید و لذت ببرید اما انتظار خدمات خاصی نداشته باشید.,1
اگر پیاده روی برایتان مهم نیست ، فقط چند بلوک با مرکز خرید ستاره خلیج فارس و چند بلوک با فروشگاههای زنجیره ای رفاه فاصله دارید.,1
اما در کل، من این را به مسافران توصیه می‌کنم، مخصوصا مسافرهای جوان که دوست دارند جایی بهتر از خوابگاه باشه و به مدرن بودن و زیبایی هتل اهمیت میدن,1
چهار شب اقامت داشتیم در کلبه‌های جنگلی.,0
من به شدت توصیه می کنم برای آن قیمت یک نسخه ارتقا دهید.,1
تاکسی سرویس و رستوران هم در هتل موجود بود.,0
اتاقهای رو به دریا فوق العاده بود..,0
در کل برای افرادی که بیشتر وقتشون رو بیرون از هتل میگذرونن و فقط برای خواب برمیگردن مناسبه.,1
چون هتل رو من رزرو کرده بودم خیلی استرس داشتم که خوب و تمیز باشه و هم سفرها راضی باشن مخصوصا که هتل دو ستاره بود.,0
در کل خیلی ضعیف بود.,0
به نظرم مهمانان باید به صورت رایگان از پارکینگ استفاده کنند.,1
اصلا غیر قابل باور هست این نوع رفتار.,0
محل هتل عالی هست به خصوص وقتی با مترو برید درست روبروی ایستگاه مترو و در ابتدای خیابان سعدی قرار دارد.,1
هتل یه خورده قدیمی بود ولی مدیریتش قوی بود و رسیدگیشون خوب بودش.,0
هتل داریوش با فضاسازی بسیار خوب در بیرون از هتل محیطی زیبا و آرامش بخش را برای مسافران فراهم می‌کند و امکانات و داخلی هتل نیز بسیار مطلوب و رضایتبخش است به جز چند مورد همانند گرفتگی کف شور سرویس بهداشتی، عدم شارژ مناسب لوازم مصرفی اتاق و یا زنگ خوردن اشتباه تلفن داخل اتاق به جای خانه داری و یا رستوران که این مشکلات در شأن این هتل ۵ ستاره نبود و مابقی موارد از جمله صبحانه و نهار هتل بسیار رضایتبخش بوده و پیشنهاد میکنم صبحانه و نهار خود را در میزهای محوطه هتل با منظره دریا میل نمایید.,1
کاش هتل امکانات قابل استفاده رو بده به شرکت‌ها تا سایت و هتل یکسان باشه اطلاعاتش.,1
نمره هایی هم که میدم همه بر اساس یک هتل ۴ ستاره و قیمتش هست.,0
قیمت بسیار مناسب نسبت به هتل‌های همرده.,0
برای من که بچه کوچک داشتم فاکتور نظافت بسیار مهم بود که خدا رو شکر عالی بود.,0
بسیار بد بسیار بد بدترین هتلی که تو چندسال گذشته رفتم.,0
نظافت اتاق‌های بازسازی شده و منظره جنگل در کنار دسترسی مناسب از ویژگی‌های مثبت این هتله.,0
هر دو مکان بسیار توصیه می شود.,1
این رفتار واقعا آماتوره و من هیچ جای دنیا این برخورد‌ها رو ندیدم!,0
یک طبقه اداری رایگان در طبقه ۹ (۲ رایانه شخصی و چاپگر) وجود دارد که ممکن است برای شما مفید باشد.,1
صبحانه هاش خیلی خوبه.,0
تفریحات دریایی خوبی هم تو سایت پایین هست.,0
من این هتل را به شدت به خانواده ها و دوستانی که می خواهند به جای رزرو اتاق های جداگانه کوچک با یکدیگر معاشرت کنند ، توصیه می کنم.,1
اما اکثر سرویس های بهداشتی نیاز فوری به بازسازی دارند (سرویس بهداشتی موجود مربوط به دهه 60 است!).,1
یکی از بدترین هتل‌های اصفهان که میتونه سفرتون رو کاملا خراب کنه.,1
ترنسفر فرودگاهش خوب بود.,0
برزیلی - من این را توصیه می کنم.,1
میگیم بابا نداره!,0
رفتارا خیلی سنجیده و خوب بود اما ملافه نداشت من خودم بابتش تماس گرفتم تا اوردن و سرویس گشت برای مسافران نداشت,0
اگر نما و تابلوساختمان رو تمیز و جدید کنن و سرویس بهداشتیش که خیلی قدیمیه رو بازسازی کنن خوب میشه.,1
مثلا الان ده دقیقه است منتظرم برام فنجان بیارن خبری نشده.,0
در حالی که سال گذشته به هتل مارینا رفته بودیم (با قیمت بالاتر)، امسال تصمیم گرفتیم به هتل داریوش بریم، چون هزینه هاش مناسب‌تر بود.,0
برای میل کردن غذا و چایی پیشنهاد نمیکنم اصل چون چیزی که سرو میشه اصلا تناسبی با ریال دریافتی هتل نداره ومقرون به صرفه نیست ۳.,1
فضای کافی، حمام با وان، پنجره بزرگ و کنترلهای برقی برای پرده و روشنایی.,0
مراقب باشید زیرا در اطلاعات سفر آمده است که می توانید غواصی کنید اما هیچ امکاناتی ارائه نمی شود بنابراین اگر می خواهیدغواصی کنید وسایل خود را همرا خود بیاورید.,1
اگر در این هتل می‌مانید کافه بستنی اون رو امتحان کنید,1
اتاق اول ما دارای یک آشپزخانه کوچک بود ، اتاق دوم اینگونه نبود - اگر یک یخچال و یک مایکروویو اینجا قرار بدهند چیز قطعا باعث استقبال مهمانان میشود.,1
تنها ایراد آن نبود استخر برای بانوان هست که آن هم مشکل هتل نیست چون در حال حاضر وسط محیط باغ استخر خوب و سرپوشیده جداگانه‌ای وجود دارد که میتوانند اختصاص بدهند به بانوان اما بهشون مجوز ندادند حالا چرا نمیدونم.,0
ا یه مقدار از مرکز شهر دوره البته نه خیلی زیاد.,0
صبحانه شامل تخم مرغ آب پز، نیمرو، حلیم، کالباس، چند نوع پنیر، کره، مربا، میوه، شیر، چای، حلوا ارده، خرما، عسل، نان سنگک و تافتون هم بود.,0
روبروی دریاست و واقعا ارزش رفتن و موندن داره.,0
می‌توانید مدت زمان زیادی را در هتل خود بگذرانید اما فقط می‌تونید یک نوشیدنی بخورید یا از اتاق خود خارج شوید.,1
- حتی پرسنل خدماتی از گرفتن انعام هم خودداری کردند و گفتند وظیفه مان خدمت به مشتریان است - من حوالی ساعت ۱۱ صبح بعداز تاخیری چند ساعته هواپیما و خسته به هتل رسیدم کادر مهربان ریسپشن بلافاصله پذیرش را انجام دادند و بلافاصله لباس عوض کردم وعازم کارهایم شدم.,0
این هتل می تواند یک جواهر واقعی باشد زیرا این ساختمان قدیمی است و می تواند بعضی از جنبه های اصلی خود را با یکسری بازسازی ها و استخدام کارکنان بهتر بازگرداند.,1
رفتار کارمند پذیرش بسیار بد و توهین آمیز بود.,0
ما امسال ۳ شب ماه عسل در این هتل اقامت داشتیم، عالی بود.,0
